旅客记录号,乘客数,到达航班,到达日期,出发航班,出发日期
T1629,2,NV309,2018/1/20,NV6152,2018/1/20
T1630,2,NV309,2018/1/20,NV6152,2018/1/20
T1631,2,NV309,2018/1/20,NV6152,2018/1/20
T1632,1,NV309,2018/1/20,NV6152,2018/1/20
T1633,1,NV309,2018/1/20,NV678,2018/1/20
T1634,2,NV309,2018/1/20,NV866,2018/1/20
T1635,2,NV309,2018/1/20,NV866,2018/1/20
T1636,2,NV309,2018/1/20,NV316,2018/1/20
T1637,1,NV871,2018/1/20,NV3615,2018/1/20
T1638,2,NV871,2018/1/20,NV6154,2018/1/20
T1639,2,NV871,2018/1/20,NV6154,2018/1/20
T1640,2,NV871,2018/1/20,NV6154,2018/1/20
T1641,2,NV871,2018/1/20,NV6154,2018/1/20
T1642,2,NV871,2018/1/20,NV6154,2018/1/20
T1643,1,NV871,2018/1/20,NV6154,2018/1/20
T1644,1,NV871,2018/1/20,NV3263,2018/1/20
T1645,2,NV871,2018/1/20,NV6616,2018/1/20
T1646,1,NV871,2018/1/20,NV6230,2018/1/20
T1647,2,NV871,2018/1/20,NV6152,2018/1/20
T1648,2,NV871,2018/1/20,NV6152,2018/1/20
T1649,2,NV871,2018/1/20,NV6152,2018/1/20
T1650,2,NV871,2018/1/20,NV6152,2018/1/20
T1651,2,NV871,2018/1/20,NV6152,2018/1/20
T1652,2,NV871,2018/1/20,NV6152,2018/1/20
T1653,2,NV871,2018/1/20,NV6152,2018/1/20
T1654,2,NV871,2018/1/20,NV6152,2018/1/20
T1655,2,NV871,2018/1/20,NV6152,2018/1/20
T1656,2,NV871,2018/1/20,NV6152,2018/1/20
T1657,2,NV871,2018/1/20,NV6152,2018/1/20
T1658,2,NV871,2018/1/20,NV6152,2018/1/20
T1659,2,NV871,2018/1/20,NV6152,2018/1/20
T1660,1,NV347,2018/1/20,NV6154,2018/1/20
T1661,2,NV347,2018/1/20,NV3263,2018/1/20
T1662,2,NV347,2018/1/20,NV6734,2018/1/20
T1663,1,NV347,2018/1/20,NV6734,2018/1/20
T1664,2,NV347,2018/1/20,NV6514,2018/1/20
T1665,2,NV347,2018/1/20,NV6514,2018/1/20
T1666,2,NV347,2018/1/20,NV6152,2018/1/20
T1667,2,NV347,2018/1/20,NV6504,2018/1/20
T1668,2,NV347,2018/1/20,NV6504,2018/1/20
T1669,2,NV655,2018/1/20,NV6738,2018/1/20
T1670,2,NV655,2018/1/20,NV6738,2018/1/20
T1671,2,NV655,2018/1/20,NV6708,2018/1/20
T1672,2,NV655,2018/1/20,NV6708,2018/1/20
T1673,2,NV655,2018/1/20,NV6708,2018/1/20
T1674,2,NV655,2018/1/20,NV6708,2018/1/20
T1675,1,NV655,2018/1/20,NV380,2018/1/20
T1676,2,NV655,2018/1/20,NV6154,2018/1/20
T1677,2,NV655,2018/1/20,NV6154,2018/1/20
T1678,2,NV655,2018/1/20,NV6154,2018/1/20
T1679,1,NV655,2018/1/20,NV6154,2018/1/20
T1680,1,NV655,2018/1/20,NV3263,2018/1/20
T1681,2,NV655,2018/1/20,NV6358,2018/1/20
T1682,2,NV655,2018/1/20,NV6358,2018/1/20
T1683,2,NV655,2018/1/20,NV6358,2018/1/20
T1684,2,NV655,2018/1/20,NV6358,2018/1/20
T1685,2,NV655,2018/1/20,NV6358,2018/1/20
T1686,1,NV655,2018/1/20,NV6724,2018/1/20
T1687,2,NV655,2018/1/20,NV6734,2018/1/20
T1688,2,NV655,2018/1/20,NV6734,2018/1/20
T1689,2,NV655,2018/1/20,NV6734,2018/1/20
T1690,2,NV655,2018/1/20,NV6734,2018/1/20
T1691,2,NV655,2018/1/20,NV6734,2018/1/20
T1692,2,NV655,2018/1/20,NV6734,2018/1/20
T1693,2,NV655,2018/1/20,NV6734,2018/1/20
T1694,2,NV655,2018/1/20,NV6734,2018/1/20
T1695,2,NV655,2018/1/20,NV6734,2018/1/20
T1696,1,NV655,2018/1/20,NV6734,2018/1/20
T1697,1,NV655,2018/1/20,NV6230,2018/1/20
T1698,1,NV655,2018/1/20,NV630,2018/1/20
T1699,1,NV891,2018/1/20,NV6738,2018/1/20
T1700,2,NV891,2018/1/20,NV6154,2018/1/20
T1701,2,NV891,2018/1/20,NV6154,2018/1/20
T1702,2,NV891,2018/1/20,NV6154,2018/1/20
T1703,2,NV891,2018/1/20,NV6154,2018/1/20
T1704,1,NV891,2018/1/20,NV6154,2018/1/20
T1705,1,NV891,2018/1/20,NV3263,2018/1/20
T1706,2,NV891,2018/1/20,NV6724,2018/1/20
T1707,1,NV891,2018/1/20,NV6548,2018/1/20
T1708,2,NV891,2018/1/20,NV6616,2018/1/20
T1709,1,NV891,2018/1/20,NV6616,2018/1/20
T1710,2,NV891,2018/1/20,NV6230,2018/1/20
T1711,2,NV891,2018/1/20,NV6230,2018/1/20
T1712,1,NV891,2018/1/20,NV6446,2018/1/20
T1713,1,NV891,2018/1/20,NV634,2018/1/20
T1714,2,NV891,2018/1/20,NV6152,2018/1/20
T1715,1,NV891,2018/1/20,NV6152,2018/1/20
T1716,2,NV891,2018/1/20,NV6576,2018/1/20
T1717,2,NV891,2018/1/20,NV6576,2018/1/20
T1718,1,NV891,2018/1/20,NV6576,2018/1/20
T1719,1,NV891,2018/1/20,NV6700,2018/1/20
T1720,2,NV343,2018/1/20,NV336,2018/1/20
T1721,1,NV343,2018/1/20,NV6230,2018/1/20
T1722,1,NV343,2018/1/20,NV634,2018/1/20
T1723,2,NV343,2018/1/20,NV6152,2018/1/20
T1724,2,NV343,2018/1/20,NV6152,2018/1/20
T1725,2,NV343,2018/1/20,NV6152,2018/1/20
T1726,2,NV343,2018/1/20,NV6152,2018/1/20
T1727,2,NV343,2018/1/20,NV6152,2018/1/20
T1728,2,NV343,2018/1/20,NV6152,2018/1/20
T1729,2,NV343,2018/1/20,NV6152,2018/1/20
T1730,2,NV343,2018/1/20,NV6152,2018/1/20
T1731,2,NV343,2018/1/20,NV6152,2018/1/20
T1732,2,NV343,2018/1/20,NV6152,2018/1/20
T1733,2,NV343,2018/1/20,NV6152,2018/1/20
T1734,2,NV343,2018/1/20,NV6152,2018/1/20
T1735,2,NV343,2018/1/20,NV6152,2018/1/20
T1736,1,NV343,2018/1/20,NV6152,2018/1/20
T1737,1,NV343,2018/1/20,NV6504,2018/1/20
T1738,2,NV343,2018/1/20,NV630,2018/1/20
T1739,1,NV343,2018/1/20,NV6612,2018/1/20
T1740,2,NV343,2018/1/20,NV6577,2018/1/20
T1741,2,NV343,2018/1/20,NV6577,2018/1/20
T1742,2,NV851,2018/1/20,NV6738,2018/1/20
T1743,2,NV851,2018/1/20,NV6154,2018/1/20
T1744,2,NV851,2018/1/20,NV6154,2018/1/20
T1745,2,NV851,2018/1/20,NV6154,2018/1/20
T1746,2,NV851,2018/1/20,NV3263,2018/1/20
T1747,1,NV851,2018/1/20,NV6734,2018/1/20
T1748,2,NV851,2018/1/20,NV336,2018/1/20
T1749,1,NV851,2018/1/20,NV336,2018/1/20
T1750,1,NV851,2018/1/20,NV6616,2018/1/20
T1751,2,NV851,2018/1/20,NV6230,2018/1/20
T1752,2,NV851,2018/1/20,NV6230,2018/1/20
T1753,1,NV851,2018/1/20,NV6230,2018/1/20
T1754,1,NV851,2018/1/20,NV6514,2018/1/20
T1755,2,NV851,2018/1/20,NV6152,2018/1/20
T1756,2,NV851,2018/1/20,NV6152,2018/1/20
T1757,2,NV851,2018/1/20,NV6152,2018/1/20
T1758,1,NV851,2018/1/20,NV6152,2018/1/20
T1759,1,NV851,2018/1/20,NV6576,2018/1/20
T1760,2,NV851,2018/1/20,NV6577,2018/1/20
T1761,1,NV851,2018/1/20,NV3280,2018/1/20
T1762,1,NV689,2018/1/20,NV3263,2018/1/20
T1763,2,NV689,2018/1/20,NV6734,2018/1/20
T1764,2,NV689,2018/1/20,NV612,2018/1/20
T1765,2,NV689,2018/1/20,NV612,2018/1/20
T1766,1,NV689,2018/1/20,NV612,2018/1/20
T1767,2,NV689,2018/1/20,NV6616,2018/1/20
T1768,1,NV689,2018/1/20,NV6616,2018/1/20
T1769,2,NV689,2018/1/20,NV6230,2018/1/20
T1770,2,NV689,2018/1/20,NV6230,2018/1/20
T1771,2,NV689,2018/1/20,NV6230,2018/1/20
T1772,2,NV689,2018/1/20,NV6230,2018/1/20
T1773,2,NV689,2018/1/20,NV6446,2018/1/20
T1774,2,NV689,2018/1/20,NV6446,2018/1/20
T1775,2,NV689,2018/1/20,NV6446,2018/1/20
T1776,2,NV689,2018/1/20,NV6446,2018/1/20
T1777,2,NV689,2018/1/20,NV6446,2018/1/20
T1778,1,NV689,2018/1/20,NV6446,2018/1/20
T1779,2,NV689,2018/1/20,NV634,2018/1/20
T1780,2,NV689,2018/1/20,NV6152,2018/1/20
T1781,2,NV689,2018/1/20,NV6152,2018/1/20
T1782,2,NV689,2018/1/20,NV6152,2018/1/20
T1783,2,NV689,2018/1/20,NV6152,2018/1/20
T1784,2,NV689,2018/1/20,NV6152,2018/1/20
T1785,1,NV689,2018/1/20,NV6152,2018/1/20
T1786,2,NV689,2018/1/20,NV678,2018/1/20
T1787,2,NV689,2018/1/20,NV678,2018/1/20
T1788,2,NV689,2018/1/20,NV678,2018/1/20
T1789,2,NV689,2018/1/20,NV678,2018/1/20
T1790,2,NV689,2018/1/20,NV678,2018/1/20
T1791,1,NV689,2018/1/20,NV678,2018/1/20
T1792,2,NV689,2018/1/20,NV630,2018/1/20
T1793,2,NV689,2018/1/20,NV6700,2018/1/20
T1794,1,NV689,2018/1/20,NV6577,2018/1/20
T1795,2,NV689,2018/1/20,NV6684,2018/1/20
T1796,2,NV689,2018/1/20,NV866,2018/1/20
T1797,2,NV689,2018/1/20,NV866,2018/1/20
T1798,2,NV689,2018/1/20,NV316,2018/1/20
T1799,2,NV689,2018/1/20,NV6160,2018/1/20
T1800,2,NV689,2018/1/20,NV3196,2018/1/20
T1801,2,NV689,2018/1/20,NV3196,2018/1/20
T1802,1,NV689,2018/1/20,NV6644,2018/1/20
T1803,1,NV883,2018/1/20,NV6616,2018/1/20
T1804,2,NV883,2018/1/20,NV6230,2018/1/20
T1805,2,NV883,2018/1/20,NV6230,2018/1/20
T1806,2,NV883,2018/1/20,NV6514,2018/1/20
T1807,1,NV883,2018/1/20,NV6514,2018/1/20
T1808,2,NV883,2018/1/20,NV6612,2018/1/20
T1809,2,NV883,2018/1/20,NV6577,2018/1/20
T1810,2,NV883,2018/1/20,NV6577,2018/1/20
T1811,2,NV883,2018/1/20,NV6577,2018/1/20
T1812,2,NV883,2018/1/20,NV6577,2018/1/20
T1813,2,NV883,2018/1/20,NV6577,2018/1/20
T1814,2,NV883,2018/1/20,NV6577,2018/1/20
T1815,2,NV883,2018/1/20,NV6577,2018/1/20
T1816,2,NV883,2018/1/20,NV6577,2018/1/20
T1817,2,NV883,2018/1/20,NV3280,2018/1/20
T1818,2,NV883,2018/1/20,NV3280,2018/1/20
T1819,2,NV883,2018/1/20,NV3280,2018/1/20
T1820,1,NV883,2018/1/20,NV3280,2018/1/20
T1821,1,NV883,2018/1/20,NV316,2018/1/20
T1822,1,NV883,2018/1/20,NV6160,2018/1/20
T1823,2,NV883,2018/1/20,NV3196,2018/1/20
T1824,2,NV883,2018/1/20,NV3196,2018/1/20
T1825,2,NV883,2018/1/20,NV3196,2018/1/20
T1826,2,NV883,2018/1/20,NV3196,2018/1/20
T1827,2,NV883,2018/1/20,NV3196,2018/1/20
T1828,2,NV883,2018/1/20,NV3196,2018/1/20
T1829,2,NV883,2018/1/20,NV3196,2018/1/20
T1830,2,NV883,2018/1/20,GN0628,2018/1/20
T1831,1,NV883,2018/1/20,GN0628,2018/1/20
T1832,2,NV883,2018/1/20,NV6773,2018/1/20
T1833,2,NV883,2018/1/20,NV6773,2018/1/20
T1834,2,NV883,2018/1/20,NV6773,2018/1/20
T1835,2,NV883,2018/1/20,NV6773,2018/1/20
T1836,2,NV883,2018/1/20,NV6773,2018/1/20
T1837,2,NV883,2018/1/20,NV6773,2018/1/20
T1838,2,NV883,2018/1/20,NV6773,2018/1/20
T1839,2,NV883,2018/1/20,NV6773,2018/1/20
T1840,2,NV883,2018/1/20,NV6773,2018/1/20
T1841,2,NV883,2018/1/20,NV6773,2018/1/20
T1842,2,NV883,2018/1/20,NV6773,2018/1/20
T1843,2,NV883,2018/1/20,NV6773,2018/1/20
T1844,2,NV883,2018/1/20,NV6773,2018/1/20
T1845,2,NV883,2018/1/20,NV6773,2018/1/20
T1846,2,NV883,2018/1/20,NV6773,2018/1/20
T1847,2,NV6157,2018/1/20,NV3196,2018/1/20
T1848,1,NV6157,2018/1/20,NV3196,2018/1/20
T1849,1,NV6157,2018/1/20,NV698,2018/1/20
T1850,1,NV665,2018/1/20,NV6734,2018/1/20
T1851,1,NV665,2018/1/20,NV336,2018/1/20
T1852,2,NV665,2018/1/20,NV6616,2018/1/20
T1853,1,NV665,2018/1/20,NV6616,2018/1/20
T1854,1,NV665,2018/1/20,GN0630,2018/1/20
T1855,2,NV665,2018/1/20,NV6504,2018/1/20
T1856,1,NV665,2018/1/20,NV678,2018/1/20
T1857,1,NV665,2018/1/20,NV6576,2018/1/20
T1858,1,NV665,2018/1/20,NV6576,2018/1/20
T1859,2,NV665,2018/1/20,NV6612,2018/1/20
T1860,2,NV665,2018/1/20,NV6612,2018/1/20
T1861,2,NV665,2018/1/20,NV6612,2018/1/20
T1862,2,NV665,2018/1/20,NV6612,2018/1/20
T1863,2,NV665,2018/1/20,NV6612,2018/1/20
T1864,1,NV665,2018/1/20,NV6612,2018/1/20
T1865,1,NV665,2018/1/20,NV316,2018/1/20
T1866,1,NV665,2018/1/20,NV6644,2018/1/20
T1867,2,NV665,2018/1/20,GN0628,2018/1/20
T1868,1,NV665,2018/1/20,GN0628,2018/1/20
T1869,1,NV665,2018/1/20,NV628,2018/1/20
T1870,1,NV393,2018/1/20,NV634,2018/1/20
T1871,2,NV393,2018/1/20,NV6160,2018/1/20
T1872,1,NV393,2018/1/20,NV628,2018/1/20
T1873,2,NV393,2018/1/20,NV318,2018/1/20
T1874,2,NV393,2018/1/20,NV318,2018/1/20
T1875,2,NV393,2018/1/20,NV318,2018/1/20
T1876,1,NV393,2018/1/20,NV318,2018/1/20
T1877,2,NV659,2018/1/20,NV6616,2018/1/20
T1878,2,NV659,2018/1/20,NV634,2018/1/20
T1879,1,NV659,2018/1/20,NV634,2018/1/20
T1880,2,NV659,2018/1/20,NV6152,2018/1/20
T1881,2,NV659,2018/1/20,NV6152,2018/1/20
T1882,2,NV659,2018/1/20,NV306,2018/1/20
T1883,2,NV659,2018/1/20,NV306,2018/1/20
T1884,2,NV659,2018/1/20,NV306,2018/1/20
T1885,1,NV659,2018/1/20,NV630,2018/1/20
T1886,2,NV659,2018/1/20,NV6577,2018/1/20
T1887,1,NV659,2018/1/20,NV6160,2018/1/20
T1888,2,NV659,2018/1/20,NV698,2018/1/20
T1889,2,NV659,2018/1/20,NV698,2018/1/20
T1890,2,NV659,2018/1/20,NV698,2018/1/20
T1891,2,NV659,2018/1/20,NV698,2018/1/20
T1892,1,NV659,2018/1/20,NV698,2018/1/20
T1893,2,NV659,2018/1/20,NV828,2018/1/20
T1894,2,NV659,2018/1/20,NV318,2018/1/20
T1895,2,NV659,2018/1/20,NV318,2018/1/20
T1896,2,NV659,2018/1/20,NV318,2018/1/20
T1897,2,NV659,2018/1/20,NV318,2018/1/20
T1898,1,NV659,2018/1/20,NV318,2018/1/20
T1899,2,NV6700,2018/1/20,NV626,2018/1/20
T1900,2,NV6700,2018/1/20,NV626,2018/1/20
T1901,1,NV6700,2018/1/20,NV626,2018/1/20
T1902,2,NV6700,2018/1/20,NV3120,2018/1/20
T1903,2,NV6700,2018/1/20,NV698,2018/1/20
T1904,2,NV6700,2018/1/20,NV670,2018/1/20
T1905,2,NV3992,2018/1/20,NV316,2018/1/20
T1906,2,NV3992,2018/1/20,NV6160,2018/1/20
T1907,2,NV3992,2018/1/20,NV628,2018/1/20
T1908,1,NV3992,2018/1/20,NV628,2018/1/20
T1909,2,NV3992,2018/1/20,NV6773,2018/1/20
T1910,2,NV3992,2018/1/20,NV6773,2018/1/20
T1911,2,NV3992,2018/1/20,NV698,2018/1/20
T1912,1,NV3992,2018/1/20,NV698,2018/1/20
T1913,1,NV3992,2018/1/20,NV820,2018/1/20
T1914,2,NV3992,2018/1/20,NV828,2018/1/20
T1915,2,NV3992,2018/1/20,NV632,2018/1/20
T1916,1,NV3992,2018/1/20,NV632,2018/1/20
T1917,2,NV3992,2018/1/20,NV318,2018/1/20
T1918,2,NV3992,2018/1/20,NV318,2018/1/20
T1919,2,NV3992,2018/1/20,NV346,2018/1/20
T1920,1,NV3992,2018/1/20,NV346,2018/1/20
T1921,2,NV3992,2018/1/20,NV670,2018/1/20
T1922,2,NV3992,2018/1/20,NV670,2018/1/20
T1923,2,NV3992,2018/1/20,NV670,2018/1/20
T1924,1,NV3992,2018/1/20,NV810,2018/1/20
T1925,2,NV6135,2018/1/20,NV318,2018/1/20
T1926,1,NV6135,2018/1/20,NV670,2018/1/20
T1927,2,NV6135,2018/1/20,NV810,2018/1/20
T1928,2,NV6135,2018/1/20,NV810,2018/1/20
T1929,2,NV6135,2018/1/20,NV810,2018/1/20
T1930,2,NV6135,2018/1/20,NV810,2018/1/20
T1931,2,NV6135,2018/1/20,NV303,2018/1/20
T1932,2,NV6135,2018/1/20,NV694,2018/1/20
T1933,2,NV6135,2018/1/20,NV694,2018/1/20
T1934,1,NV6135,2018/1/20,NV694,2018/1/20
T1935,1,NV6135,2018/1/20,NV692,2018/1/20
T1936,2,NV6577,2018/1/20,NV698,2018/1/20
T1937,2,NV6577,2018/1/20,NV632,2018/1/20
T1938,1,NV6577,2018/1/20,NV632,2018/1/20
T1939,2,NV6577,2018/1/20,NV318,2018/1/20
T1940,2,NV6577,2018/1/20,NV6144,2018/1/20
T1941,2,NV6577,2018/1/20,NV858,2018/1/20
T1942,1,NV6577,2018/1/20,NV670,2018/1/20
T1943,2,NV6577,2018/1/20,NV694,2018/1/20
T1944,1,NV6577,2018/1/20,NV694,2018/1/20
T1945,2,NV6697,2018/1/20,NV698,2018/1/20
T1946,2,NV6697,2018/1/20,NV698,2018/1/20
T1947,2,NV6697,2018/1/20,NV828,2018/1/20
T1948,2,NV6697,2018/1/20,NV346,2018/1/20
T1949,1,NV6697,2018/1/20,NV858,2018/1/20
T1950,2,NV6697,2018/1/20,NV670,2018/1/20
T1951,2,NV6697,2018/1/20,NV670,2018/1/20
T1952,2,NV6697,2018/1/20,NV670,2018/1/20
T1953,2,NV6697,2018/1/20,NV670,2018/1/20
T1954,1,NV6697,2018/1/20,NV810,2018/1/20
T1955,2,NV6697,2018/1/20,NV898,2018/1/20
T1956,2,NV6697,2018/1/20,NV898,2018/1/20
T1957,2,NV6697,2018/1/20,NV898,2018/1/20
T1958,2,NV6697,2018/1/20,NV898,2018/1/20
T1959,2,NV6697,2018/1/20,NV898,2018/1/20
T1960,1,NV6697,2018/1/20,NV898,2018/1/20
T1961,1,NV6697,2018/1/20,NV692,2018/1/20
T1962,1,NV6645,2018/1/20,NV618,2018/1/20
T1963,2,NV6645,2018/1/20,NV632,2018/1/20
T1964,1,NV6645,2018/1/20,NV318,2018/1/20
T1965,1,NV6645,2018/1/20,NV614,2018/1/20
T1966,1,NV6645,2018/1/20,NV694,2018/1/20
T1967,2,NV6698,2018/1/20,NV628,2018/1/20
T1968,1,NV6698,2018/1/20,NV628,2018/1/20
T1969,1,NV6698,2018/1/20,NV3120,2018/1/20
T1970,2,NV6698,2018/1/20,NV820,2018/1/20
T1971,2,NV6698,2018/1/20,NV820,2018/1/20
T1972,2,NV6698,2018/1/20,NV632,2018/1/20
T1973,2,NV6698,2018/1/20,NV632,2018/1/20
T1974,2,NV6698,2018/1/20,NV858,2018/1/20
T1975,1,NV6698,2018/1/20,NV858,2018/1/20
T1976,1,NV6698,2018/1/20,NV810,2018/1/20
T1977,2,NV6698,2018/1/20,NV640,2018/1/20
T1978,2,NV3620,2018/1/20,NV628,2018/1/20
T1979,1,NV3620,2018/1/20,NV3120,2018/1/20
T1980,1,NV3620,2018/1/20,NV820,2018/1/20
T1981,2,NV3620,2018/1/20,NV828,2018/1/20
T1982,2,NV3620,2018/1/20,NV318,2018/1/20
T1983,2,NV3620,2018/1/20,NV346,2018/1/20
T1984,1,NV3620,2018/1/20,NV346,2018/1/20
T1985,1,NV3620,2018/1/20,NV6118,2018/1/20
T1986,2,NV6684,2018/1/20,NV618,2018/1/20
T1987,2,NV6684,2018/1/20,NV618,2018/1/20
T1988,2,NV6684,2018/1/20,NV618,2018/1/20
T1989,2,NV6684,2018/1/20,NV618,2018/1/20
T1990,2,NV6684,2018/1/20,NV618,2018/1/20
T1991,2,NV6684,2018/1/20,NV618,2018/1/20
T1992,2,NV6684,2018/1/20,NV618,2018/1/20
T1993,2,NV6684,2018/1/20,NV618,2018/1/20
T1994,1,NV6684,2018/1/20,NV698,2018/1/20
T1995,2,NV6684,2018/1/20,NV632,2018/1/20
T1996,1,NV6684,2018/1/20,NV632,2018/1/20
T1997,2,NV6684,2018/1/20,NV318,2018/1/20
T1998,1,NV6684,2018/1/20,NV318,2018/1/20
T1999,2,NV6684,2018/1/20,NV346,2018/1/20
T2000,1,NV6684,2018/1/20,NV346,2018/1/20
T2001,1,NV6684,2018/1/20,NV614,2018/1/20
T2002,1,NV6684,2018/1/20,NV670,2018/1/20
T2003,2,NV6684,2018/1/20,NV810,2018/1/20
T2004,1,NV6684,2018/1/20,NV810,2018/1/20
T2005,2,NV6684,2018/1/20,NV694,2018/1/20
T2006,1,NV6684,2018/1/20,NV694,2018/1/20
T2007,2,GN0631,2018/1/20,NV670,2018/1/20
T2008,2,GN0631,2018/1/20,NV670,2018/1/20
T2009,1,NV628,2018/1/20,NV3120,2018/1/20
T2010,1,NV628,2018/1/20,NV698,2018/1/20
T2011,1,NV628,2018/1/20,NV820,2018/1/20
T2012,2,NV628,2018/1/20,NV828,2018/1/20
T2013,1,NV628,2018/1/20,NV632,2018/1/20
T2014,2,NV628,2018/1/20,NV318,2018/1/20
T2015,2,NV628,2018/1/20,NV318,2018/1/20
T2016,2,NV628,2018/1/20,NV318,2018/1/20
T2017,2,NV628,2018/1/20,NV858,2018/1/20
T2018,1,NV628,2018/1/20,NV670,2018/1/20
T2019,2,NV628,2018/1/20,NV398,2018/1/20
T2020,2,NV628,2018/1/20,NV398,2018/1/20
T2021,1,NV698,2018/1/20,NV820,2018/1/20
T2022,2,NV698,2018/1/20,NV318,2018/1/20
T2023,2,NV698,2018/1/20,NV318,2018/1/20
T2024,2,NV698,2018/1/20,NV318,2018/1/20
T2025,1,NV698,2018/1/20,NV318,2018/1/20
T2026,2,NV698,2018/1/20,NV6144,2018/1/20
T2027,2,NV698,2018/1/20,NV6144,2018/1/20
T2028,1,NV698,2018/1/20,NV6144,2018/1/20
T2029,2,NV698,2018/1/20,NV670,2018/1/20
T2030,2,NV698,2018/1/20,NV670,2018/1/20
T2031,1,NV698,2018/1/20,NV670,2018/1/20
T2032,2,NV698,2018/1/20,NV810,2018/1/20
T2033,2,NV698,2018/1/20,NV898,2018/1/20
T2034,2,NV698,2018/1/20,NV898,2018/1/20
T2035,1,NV698,2018/1/20,NV898,2018/1/20
T2036,2,NV698,2018/1/20,NV398,2018/1/20
T2037,1,NV698,2018/1/20,NV690,2018/1/20
T2038,2,NV6773,2018/1/20,NV618,2018/1/20
T2039,2,NV6773,2018/1/20,NV618,2018/1/20
T2040,2,NV6773,2018/1/20,NV618,2018/1/20
T2041,1,NV6773,2018/1/20,NV618,2018/1/20
T2042,1,NV6773,2018/1/20,NV828,2018/1/20
T2043,1,NV6773,2018/1/20,NV318,2018/1/20
T2044,2,NV6773,2018/1/20,NV6118,2018/1/20
T2045,1,NV6773,2018/1/20,NV614,2018/1/20
T2046,1,NV6773,2018/1/20,NV670,2018/1/20
T2047,2,NV6773,2018/1/20,NV305,2018/1/20
T2048,2,NV6773,2018/1/20,NV692,2018/1/20
T2049,2,NV6773,2018/1/20,NV692,2018/1/20
T2050,1,NV6773,2018/1/20,NV692,2018/1/20
T2051,1,NV3513,2018/1/20,NV3120,2018/1/20
T2052,1,NV3513,2018/1/20,NV820,2018/1/20
T2053,2,NV3513,2018/1/20,NV346,2018/1/20
T2054,2,NV3513,2018/1/20,NV346,2018/1/20
T2055,2,NV3513,2018/1/20,NV346,2018/1/20
T2056,1,NV3513,2018/1/20,NV346,2018/1/20
T2057,1,NV3513,2018/1/20,NV670,2018/1/20
T2058,1,NV3513,2018/1/20,NV694,2018/1/20
T2059,2,NV3513,2018/1/20,NV674,2018/1/20
T2060,1,NV6655,2018/1/20,NV318,2018/1/20
T2061,2,NV6655,2018/1/20,NV670,2018/1/20
T2062,1,NV6655,2018/1/20,NV670,2018/1/20
T2063,1,NV6655,2018/1/20,NV6713,2018/1/20
T2064,2,NV6655,2018/1/20,NV640,2018/1/20
T2065,1,NV6655,2018/1/20,NV662,2018/1/20
T2066,1,NV6655,2018/1/20,NV6488,2018/1/20
T2067,1,NV6655,2018/1/20,NV674,2018/1/20
T2068,2,GN0571,2018/1/20,NV318,2018/1/20
T2069,2,NV6533,2018/1/20,NV3120,2018/1/20
T2070,2,NV6533,2018/1/20,NV698,2018/1/20
T2071,1,NV6533,2018/1/20,NV828,2018/1/20
T2072,2,NV6533,2018/1/20,NV318,2018/1/20
T2073,2,NV6533,2018/1/20,NV318,2018/1/20
T2074,2,NV6533,2018/1/20,NV318,2018/1/20
T2075,1,NV6533,2018/1/20,NV318,2018/1/20
T2076,2,NV6533,2018/1/20,NV346,2018/1/20
T2077,2,NV6533,2018/1/20,NV858,2018/1/20
T2078,1,NV6533,2018/1/20,NV858,2018/1/20
T2079,1,NV6533,2018/1/20,NV6510,2018/1/20
T2080,1,NV6163,2018/1/20,NV618,2018/1/20
T2081,2,NV6163,2018/1/20,NV698,2018/1/20
T2082,1,NV6163,2018/1/20,NV346,2018/1/20
T2083,1,NV6163,2018/1/20,NV670,2018/1/20
T2084,2,NV6163,2018/1/20,NV810,2018/1/20
T2085,2,NV6163,2018/1/20,NV898,2018/1/20
T2086,2,NV6163,2018/1/20,NV674,2018/1/20
T2087,2,NV6163,2018/1/20,NV674,2018/1/20
T2088,2,NV6163,2018/1/20,NV674,2018/1/20
T2089,2,NV6163,2018/1/20,NV674,2018/1/20
T2090,2,NV6163,2018/1/20,NV676,2018/1/20
T2091,2,NV6163,2018/1/20,NV676,2018/1/20
T2092,1,NV6163,2018/1/20,NV676,2018/1/20
T2093,1,NV6625,2018/1/20,NV676,2018/1/20
T2094,1,NV3612,2018/1/20,NV690,2018/1/20
T2095,1,NV6479,2018/1/20,NV698,2018/1/20
T2096,2,NV6479,2018/1/20,NV820,2018/1/20
T2097,2,NV6479,2018/1/20,NV820,2018/1/20
T2098,2,NV6479,2018/1/20,NV820,2018/1/20
T2099,2,NV6479,2018/1/20,NV820,2018/1/20
T2100,1,NV6479,2018/1/20,NV828,2018/1/20
T2101,2,NV6479,2018/1/20,NV318,2018/1/20
T2102,1,NV6479,2018/1/20,NV858,2018/1/20
T2103,2,NV6479,2018/1/20,NV670,2018/1/20
T2104,1,NV6479,2018/1/20,NV640,2018/1/20
T2105,1,NV6479,2018/1/20,NV662,2018/1/20
T2106,2,NV6479,2018/1/20,NV690,2018/1/20
T2107,1,NV6479,2018/1/20,NV690,2018/1/20
T2108,1,NV837,2018/1/20,NV820,2018/1/20
T2109,2,NV837,2018/1/20,NV318,2018/1/20
T2110,1,NV837,2018/1/20,NV346,2018/1/20
T2111,1,NV837,2018/1/20,NV6316,2018/1/20
